finess;numero_finess_ej;raison_sociale;raison_sociale_longue;complement_raison_sociale;complement_distribution;numero_voie;type_voie;libelle_voie;complement_voie;lieu_dit_bp;commune;code_commune;departement;libelle_departement;ligne_acheminement;telephone;telecopie;categorie_etablissement;libelle_categorie_etablissement;categorie_agregat_etablissement;libelle_categorie_agregat_etablissement;numero_siret;code_ape;code_mft;libelle_mft;code_sph;libelle_sph;date_ouverture;date_autorisation;date_mise_a_jour_structure;numero_education_nationale;coordxet;coordyet;sourcecoordet;date_mise_a_jour_coordonnees;nom_officiel_commune;code_officiel_region;nom_officiel_region;code_officiel_epci;nom_officiel_epci;adresse;coord
910024298;910024280;SAAD  DOMODECLIC;SAAD DOMODECLIC (D FABRE);;;179;BD;ARISTIDE BRIAND;;;589;91589;91;ESSONNE;91600 SAVIGNY SUR ORGE;0169446192;;460;Service autonomie aide (SAA);4605;Etablissements et services multi-clientèles;51306682900039;;01;Etablissement Tarif Libre;;;2015-04-15;2015-04-15;2020-11-24;;652601.5;6843250.6;1,ATLASANTE,88,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Savigny-sur-Orge;11;Île-de-France;200054781;Métropole du Grand Paris;179 BD ARISTIDE BRIAND;48.687668431924294, 2.35609311563643
910024900;910024892;CPTS CENTRE ESSONNE;CPTS CENTRE ESSONNE;;;3;R;JULES GUESDE;;BATIMENT A;521;91521;91;ESSONNE;91130 RIS ORANGIS;;;604;Communautés professionnelles territoriales de santé (CPTS);2103;Autres structures d'exercice libéral;88105683200028;;99;Indéterminé;;;2019-11-12;2019-11-12;2022-06-16;;655999.1;6836780.0;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Ris-Orangis;11;Île-de-France;200059228;Communauté d'agglomération Grand Paris Sud Seine Essonne Sénart;3 R JULES GUESDE;48.62970890590614, 2.4029122370326887
910026921;910002773;HDJ ENDOCRINOLOGIE DIABETOLOGIE CHSF;HDJ ENDOCRINOLOGIE DIABETOLOGIE CHSF;CTRE HOSPITALIER SUD FRANCILIEN;;55;AV;DE L'AUNETTE;;;521;91521;91;ESSONNE;91130 RIS ORANGIS;0161695106;;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;;;03;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;2023-03-16;2023-03-15;2023-07-19;;656111.4;6838046.7;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Ris-Orangis;11;Île-de-France;200059228;Communauté d'agglomération Grand Paris Sud Seine Essonne Sénart;55 AV DE L'AUNETTE;48.64111008914273, 2.404306407347079
910026889;910026871;CDS CENTRE DENTAIRE DES LYS;CDS CENTRE DENTAIRE DES LYS;;;50;R;DES LYS;;;223;91223;91;ESSONNE;91150 ETAMPES;0183639765;;124;Centre de Santé;2206;Centres de Santé;92311242900017;;36;Tarifs conventionnels assurance maladie;;;2024-03-04;2023-03-27;2024-03-04;;636122.5;6815784.5;1,ATLASANTE,80,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Étampes;11;Île-de-France;200017846;Communauté d'agglomération Étampois Sud Essonne;50 R DES LYS;48.43919434129095, 2.1363231493132315
910021534;910021526;MSP DE LONGJUMEAU;;;;9;R;DE LA MARNE;;;345;91345;91;ESSONNE;91160 LONGJUMEAU;;;603;Maison de santé (L.6223-3);2103;Autres structures d'exercice libéral;;8621Z;01;Etablissement Tarif Libre;;;2014-11-12;2014-11-12;2015-01-05;;647653.9;6843130.2;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Longjumeau;11;Île-de-France;200056232;Communauté d'agglomération Communauté Paris-Saclay;9 R DE LA MARNE;48.68620370792061, 2.288898342721449
910020361;910020403;LBM SELAS CERBALLIANCE PARIS SUD SITE;LBM SELAS CERBALLIANCE PARIS SUD SITE MASSY;SITE PRE ET POST ANLYTIQUE;;6;AV;NOYER LAMBERT;;;377;91377;91;ESSONNE;91300 MASSY;0160136262;;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;39067550200038;;01;Etablissement Tarif Libre;;;2012-06-25;2012-06-25;2017-02-06;;647911.5;6848102.2;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Massy;11;Île-de-France;200056232;Communauté d'agglomération Communauté Paris-Saclay;6 AV NOYER LAMBERT;48.73094276456875, 2.2917917827161833
910040112;920039773;EHPAD RESIDENCE  MASSY-VILMORIN;EHPAD RESIDENCE  MASSY-VILMORIN;;;1;ALL;DU MAIL HENRY DE VILMORIN;;;377;91377;91;ESSONNE;91300 MASSY;0169931200;0169931333;500;Etablissement d'hébergement pour personnes âgées dépendantes;4401;Etablissements d'Hébergement pour Personnes Âgées;34918573600106;;43;ARS/PCD, Tarif global, non habilité aide sociale sans PUI;;;1965-06-01;2017-01-03;2022-09-27;;645273.0;6847688.5;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Massy;11;Île-de-France;200056232;Communauté d'agglomération Communauté Paris-Saclay;1 ALL DU MAIL HENRY DE VILMORIN;48.72700379010274, 2.2559731499661053
910020213;780021200;LBM SELAS BIO LAB SITE EVRY TARG;LBM SELAS BIO LAB SITE EVRY TARG;;;2;AV;NOWY TARG;;;228;91228;91;ESSONNE;91000 EVRY COURCOURONNES;0160773602;0160791512;611;Laboratoire de Biologie Médicale;3101;Laboratoires de Biologie Médicale;38945452100102;;01;Etablissement Tarif Libre;;;2011-10-20;2011-10-20;2014-10-17;;658977.3;6837198.1;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Évry-Courcouronnes;11;Île-de-France;200059228;Communauté d'agglomération Grand Paris Sud Seine Essonne Sénart;2 AV NOWY TARG;48.63366531560323, 2.443284721890762
910022664;910022656;MSP POLE SANTE DE COURCOURONNES;MSP POLE SANTE DE COURCOURONNES;;;8;PL;DES COPAINS D'ABORD;;COURCOURONNES;228;91228;91;ESSONNE;91080 EVRY COURCOURONNES;0184640020;;603;Maison de santé (L.6223-3);2103;Autres structures d'exercice libéral;83839983000010;8621Z;01;Etablissement Tarif Libre;;;2017-11-18;2017-11-18;2019-10-24;;657106.7;6836650.2;1,ATLASANTE,87,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Évry-Courcouronnes;11;Île-de-France;200059228;Communauté d'agglomération Grand Paris Sud Seine Essonne Sénart;8 PL DES COPAINS D'ABORD;48.628615776348376, 2.4179546886859167
910022607;940000953;RESIDENCE SOCIALE;;;;172;VOI;DU CHEMINET;B;;432;91432;91;ESSONNE;91420 MORANGIS;0621744197;;259;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;4607;Logements en Structure Collective;77566144001060;;01;Etablissement Tarif Libre;;;2017-07-25;2017-07-25;2023-04-27;;650749.7;6845658.9;2,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Morangis;11;Île-de-France;200054781;Métropole du Grand Paris;172 VOI DU CHEMINET;48.70919052474979, 2.330660340338172
910027820;940001019;EANM;;;;31;R;DE L'ERMITAGE;;;201;91201;91;ESSONNE;91210 DRAVEIL;0186240246;;449;Etab.Accueil Non Médicalisé pour personnes handicapées;4301;Etab. et Services d'Hébergement pour Adultes Handicapés;26940003200216;;08;Président du Conseil Départemental;;;2024-03-11;2022-01-14;2024-03-12;;658148.0;6840724.0;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Draveil;11;Île-de-France;200058477;Communauté d'agglomération Val d'Yerres Val de Seine;31 R DE L'ERMITAGE;48.665326226287696, 2.431686371984822
910023100;930026109;SERVICE DE SOINS SNCF;Service de soins SNCF - JUVISY;;;6;R;DE JUVISY;;;027;91027;91;ESSONNE;91200 ATHIS MONS;0169543191;;636;Centre de soins et de prévention;2206;Centres de Santé;55204944740606;;38;Régime spécial de prévoyance;;;1900-01-01;1900-01-01;2020-02-03;;654530.9;6843730.1;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Athis-Mons;11;Île-de-France;200054781;Métropole du Grand Paris;6 R DE JUVISY;48.692119805566584, 2.382251891879403
910026939;750719361;ACT HSR PERINAT CONFLUENCE;ACT HSR PERINAT CONFLUENCE;;;8;ALL;DU DOCTEUR GUERIN;;;027;91027;91;ESSONNE;91200 ATHIS MONS;;;165;Appartement de Coordination Thérapeutique (A.C.T.);4604;Autres Etablissements médico-sociaux;;;34;ARS / DG dotation globale;;;2023-06-01;2023-03-06;2023-12-14;;654601.4;6844645.2;1,ATLASANTE,84,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Athis-Mons;11;Île-de-France;200054781;Métropole du Grand Paris;8 ALL DU DOCTEUR GUERIN;48.700355351990105, 2.383112546495565
950781526;950806927;C.A.E : DE VILLIER LE BEL;CENTRE D'ACTION EDUCATIVE;;;3;R;THOMAS COUTURE;;;680;95680;95;VAL D OISE;95400 VILLIERS LE BEL;0139903355;;441;Centre d'Action Educative (C.A.E.);4502;Etab.et Services du Ministère de la Justice pour Mineurs;17950131700079;8899A;10;Autorité Conjointe Préfet ou ARS et PCD (1 arrêté);;;1904-04-04;1904-04-04;2012-05-30;;655163.0;6878888.6;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Villiers-le-Bel;11;Île-de-France;200055655;Communauté d'agglomération Roissy Pays de France;3 R THOMAS COUTURE;49.00834363416876, 2.3871319807492424
950300327;920030269;CLINIQUE MEDICALE CHAMP NOTRE DAME;CLINIQUE MEDICALE CHAMP NOTRE DAME;;;46;R;DE L EGLISE;;;607;95607;95;VAL D OISE;95150 TAVERNY;0130406900;0139603680;109;Etablissement de santé privé autorisé en SSR;1107;Etablissements de santé privé autorisés en SSR;30116075000016;8610Z;07;ARS établissements de santé non financés dotation globale;0;Non concerné;1964-01-20;1964-01-20;2016-09-21;;643343.9;6881194.9;1,ATLASANTE,82,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Taverny;11;Île-de-France;200058485;Communauté d'agglomération Val Parisis;46 R DE L EGLISE;49.028147009500145, 2.22527905650237
950804450;950003178;CENTRE MEDECINE SPORTIVE TAVERNY;CENTRE DE MEDECINE SPORTIVE;;;141;R;D HERBLAY;;;607;95607;95;VAL D OISE;95150 TAVERNY;0130405068;0130407225;270;Centre de Médecine Sportive;2201;Dispensaires ou Centres de Soins;21950607800258;8621Z;01;Etablissement Tarif Libre;;;1981-04-04;1981-04-04;2022-09-27;;642267.2;6880005.9;1,ATLASANTE,82,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Taverny;11;Île-de-France;200058485;Communauté d'agglomération Val Parisis;141 R D HERBLAY;49.01736037641952, 2.2107196378699383
950780155;750826117;FJT - RESIDENCE SOCIALE ALJT;;;;74;R;ALFRED LABRIERE;;;018;95018;95;VAL D OISE;95100 ARGENTEUIL;0139613376;0139471088;257;Foyer de Jeunes Travailleurs (résidence sociale ou non);4602;Autres Etablissements Sociaux d'Hébergement et d'Accueil;77566643100231;5590Z;01;Etablissement Tarif Libre;;;1966-01-15;1966-01-15;2016-12-16;;645342.1;6872275.6;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Argenteuil;11;Île-de-France;200054781;Métropole du Grand Paris;74 R ALFRED LABRIERE;48.94812037381583, 2.2537535740463284
950803866;950002006;CPMI LES TERRASSES;CONSULTATION DE PROTECTION INFANTILE;;;1;PL;DE LA COMMUNE DE PARIS;;;018;95018;95;VAL D OISE;95100 ARGENTEUIL;0134335520;;230;Etablissement Consultation Protection Infantile;2202;Etablissements de PMI et de Planification Familiale;22950127500262;;01;Etablissement Tarif Libre;;;1904-04-04;1904-04-04;2016-08-22;;643376.5;6872785.9;1,ATLASANTE,86,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Argenteuil;11;Île-de-France;200054781;Métropole du Grand Paris;1 PL DE LA COMMUNE DE PARIS;48.952538948599894, 2.2268506307716365
950806943;950787028;CLUB EQUIPE DE PRÉV : ASSO SPÉCIALISÉE;ASSOCIATION DE PRÉVENTION SPÉCIALISÉE;;;218;RTE;DE PONTOISE;;;018;95018;95;VAL D OISE;95100 ARGENTEUIL;0950167287;;286;Club Equipe de Prévention;4504;Services Concourant à la Protection de l'Enfance;78161819400109;;01;Etablissement Tarif Libre;;;1988-04-04;2017-01-03;2021-12-23;;641812.1;6873101.0;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Argenteuil;11;Île-de-France;200054781;Métropole du Grand Paris;218 RTE DE PONTOISE;48.95523267040947, 2.205448109812804
950300301;950000562;CLINIQUE MEDICALE DU PARC ST OUEN;;;;23;R;DES FRERES CAPUCINS;;;572;95572;95;VAL D OISE;95310 ST OUEN L AUMONE;0134404142;0134404297;109;Etablissement de santé privé autorisé en SSR;1107;Etablissements de santé privé autorisés en SSR;58820042800021;8610Z;07;ARS établissements de santé non financés dotation globale;0;Non concerné;1955-10-01;1955-10-01;2024-03-21;;634935.2;6882777.4;1,ATLASANTE,87,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Saint-Ouen-l'Aumône;11;Île-de-France;249500109;Communauté d'agglomération de Cergy-Pontoise;23 R DES FRERES CAPUCINS;49.041578656829785, 2.110062919064351
950780122;950000794;FOYER DE L'ENFANCE : CITÉ ESPERANCE;LA CITE DE L'ESPERANCE;;;9;R;DE LA HAUTE BORNE;;;218;95218;95;VAL D OISE;95610 ERAGNY SUR OISE;0134308500;0134308501;175;Foyer de l'Enfance;4501;Etablissements de l'Aide Sociale à l'Enfance;78585864800013;8790A;08;Président du Conseil Départemental;;;1994-01-01;2017-01-03;2021-11-24;0951396B;635035.9;6879423.0;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Éragny;11;Île-de-France;249500109;Communauté d'agglomération de Cergy-Pontoise;9 R DE LA HAUTE BORNE;49.01142869623221, 2.1119561163814637
950780262;950000828;ETAB.ACC.MÈRE-ENFANT: LE VERT LOGIS;;CENTRE MATERNEL LE VERT LOGIS;;6;R;JEAN MOULIN;;;428;95428;95;VAL D OISE;95160 MONTMORENCY;0139647936;0139648840;166;Etablissement d'Accueil Mère-Enfant;4501;Etablissements de l'Aide Sociale à l'Enfance;78588839700011;;08;Président du Conseil Départemental;;;1964-08-07;2017-01-03;2021-11-25;;650047.0;6876628.8;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Montmorency;11;Île-de-France;200056380;Communauté d'agglomération Plaine Vallée;6 R JEAN MOULIN;48.9876467722394, 2.3174726883864762
950047936;950781310;MAS L'OLIVAIE;;;;31;R;DE MAURECOURT;;;323;95323;95;VAL D OISE;95280 JOUY LE MOUTIER;;;255;Maison d'Accueil Spécialisée (M.A.S.);4301;Etab. et Services d'Hébergement pour Adultes Handicapés;;;05;ARS établissements médico-soc. non financés dotation globale;;;2023-07-04;2023-07-04;2023-07-04;;630952.7;6879066.2;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Jouy-le-Moutier;11;Île-de-France;249500109;Communauté d'agglomération de Cergy-Pontoise;31 R DE MAURECOURT;49.00779471492324, 2.056203190919738
950060152;950002006;CPMI FRERES LUMIERES;CENTRE DE PROTECTION INFANTILEMATERNELLE ET INFANTILE;;;31;R;DES FRERES LUMIERES;;;176;95176;95;VAL D OISE;95240 CORMEILLES EN PARISIS;0134335325;;230;Etablissement Consultation Protection Infantile;2202;Etablissements de PMI et de Planification Familiale;;8621Z;01;Etablissement Tarif Libre;;;1956-01-23;1956-01-23;2016-09-14;;641178.8;6873209.2;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Cormeilles-en-Parisis;11;Île-de-France;200058485;Communauté d'agglomération Val Parisis;31 R DES FRERES LUMIERES;48.95614798192497, 2.1967860054909205
950048397;950803361;PENSION DE FAMILLE;;;;96;R;JEAN JAURES;;;063;95063;95;VAL D OISE;95870 BEZONS;0130388666;;258;Maisons Relais - Pensions de Famille;4607;Logements en Structure Collective;;;99;Indéterminé;;;2024-04-12;2023-10-01;2024-04-12;;642912.3;6869758.3;1,ATLASANTE,82,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Bezons;11;Île-de-France;200058519;Communauté d'agglomération Saint Germain Boucles de Seine;96 R JEAN JAURES;48.92527344327368, 2.2209206155691255
950801605;950803072;SSIAD BEZONS;SERVICE DE SOINS INFIRMIERS A DOMICILE;;;2;R;DU DOCTEUR ROUQUES;;;063;95063;95;VAL D OISE;95870 BEZONS;0130769713;0130763221;354;Service de Soins Infirmiers A Domicile (S.S.I.A.D);4605;Etablissements et services multi-clientèles;21950063400304;8690D;54;Tarif AM - Services de Soins Infirmiers A Domicile;;;1985-01-25;2017-01-03;2019-02-19;;642223.3;6870096.4;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Bezons;11;Île-de-France;200058519;Communauté d'agglomération Saint Germain Boucles de Seine;2 R DU DOCTEUR ROUQUES;48.928252201496186, 2.211472336069788
950048306;750041691;SAAD AFAD DOMONT;SAAD AFAD DOMONT;;;5;R;DESCARTES;;;199;95199;95;VAL D OISE;95330 DOMONT;0139914815;;460;Service autonomie aide (SAA);4605;Etablissements et services multi-clientèles;78426322000336;;08;Président du Conseil Départemental;;;2001-03-02;2001-03-02;2023-12-26;;652109.0;6881343.7;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Domont;11;Île-de-France;200056380;Communauté d'agglomération Plaine Vallée;5 R DESCARTES;49.03019837947926, 2.345111000666882
950300087;920030269;CLINIQUE BELLOY EN FRANCE;CLINIQUE SOINS DE SUITE DE BELLOY EN FRANCE;;;13;R;DU GENERAL LECLERC;B;;056;95056;95;VAL D OISE;95270 BELLOY EN FRANCE;0134091600;0134091699;109;Etablissement de santé privé autorisé en SSR;1107;Etablissements de santé privé autorisés en SSR;30116075001048;8610Z;07;ARS établissements de santé non financés dotation globale;0;Non concerné;1904-04-04;1904-04-04;2016-11-09;;653695.7;6888192.3;1,ATLASANTE,80,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Belloy-en-France;11;Île-de-France;200073013;Communauté de communes Carnelle Pays-de-France;13 R DU GENERAL LECLERC;49.091891900159574, 2.366055639729253
950780072;920026838;INTERMÉD.PLAC.SOCIAL: ENFANCE/ FAMILLE;SERVICE DE PROTECTION DE L'ENFANCE ET DE LA FAMILLE;;;52;R;DE CROSNE;;;355;95355;95;VAL D OISE;95420 MAGNY EN VEXIN;0134671087;0134673531;411;Intermédiaire de Placement Social;4501;Etablissements de l'Aide Sociale à l'Enfance;77568340200041;;08;Président du Conseil Départemental;;;1988-01-01;2017-01-03;2021-11-25;;611554.8;6895053.2;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Magny-en-Vexin;11;Île-de-France;249500513;Communauté de communes du Vexin-Val de Seine;52 R DE CROSNE;49.1491449799842, 1.787738705507992
950780130;750720526;FOYER DE L'ENFANCE : MAISON ST JEAN;LYCEE PROFESSIONNEL PRIVE ST-JEAN;;ROND POINT DE LA TOUR DU MAIL;;;;;;582;95582;95;VAL D OISE;95110 SANNOIS;0134114646;0134111590;175;Foyer de l'Enfance;4501;Etablissements de l'Aide Sociale à l'Enfance;77568879900037;8532Z;08;Président du Conseil Départemental;;;2005-11-28;2005-11-28;2021-11-24;0951323X;644134.8;6874756.9;2,ATLASANTE,92,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Sannois;11;Île-de-France;200058485;Communauté d'agglomération Val Parisis;;48.9703283500035, 2.236943911082859
950801779;950001107;SSIAD SURVILLIERS;SERVICE DE SOINS INIFIRMIERS À DOMICILE;"ASSOCIATION ""ADMR""";;19;R;DE LA GARE;;;604;95604;95;VAL D OISE;95470 SURVILLIERS;0134682978;0134682456;354;Service de Soins Infirmiers A Domicile (S.S.I.A.D);4605;Etablissements et services multi-clientèles;33166375700044;;54;Tarif AM - Services de Soins Infirmiers A Domicile;;;1984-12-01;2017-01-03;2017-04-21;;666133.7;6888885.5;1,ATLASANTE,82,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Survilliers;11;Île-de-France;200055655;Communauté d'agglomération Roissy Pays de France;19 R DE LA GARE;49.09890173815578, 2.536281832456682
950005850;950005843;PHARMACIE DU PROGRES;PHARMACIE DU PROGRES;;;2;R;LUCIEN SAMPAIX;;;063;95063;95;VAL D OISE;95870 BEZONS;;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;38833319700019;;01;Etablissement Tarif Libre;;;2021-12-01;1959-04-30;2024-03-09;;641896.0;6871145.2;1,ATLASANTE,82,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Bezons;11;Île-de-France;200058519;Communauté d'agglomération Saint Germain Boucles de Seine;2 R LUCIEN SAMPAIX;48.93765367156368, 2.2068619240205645
950014134;750808511;FOYER TRAV.MIGRANTS : FOYER D' ERMONT;;;FOYER D'ERMONT;109;R;F PLASSON;;;219;95219;95;VAL D OISE;95120 ERMONT;0134135518;;259;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;4607;Logements en Structure Collective;78805803002590;5590Z;01;Etablissement Tarif Libre;;;1974-01-01;1974-01-01;2024-04-12;;644665.5;6877177.1;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Ermont;11;Île-de-France;200058485;Communauté d'agglomération Val Parisis;109 R F PLASSON;48.99213611651999, 2.2438756960989483
950006833;950006825;SELARL PHARMACIE ROUSSEAU;SELARL PHARMACIE ROUSSEAU;;;6;PL;DES VICTIMES DU V2;;;197;95197;95;VAL D OISE;95170 DEUIL LA BARRE;;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;34849856900022;;01;Etablissement Tarif Libre;;;2024-05-13;1943-08-19;2024-06-06;;650701.3;6875344.9;1,ATLASANTE,81,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Deuil-la-Barre;11;Île-de-France;200056380;Communauté d'agglomération Plaine Vallée;6 PL DES VICTIMES DU V2;48.976152664976546, 2.3265618163284767
950011445;950011437;LA PHARMACIE DU CENTRE;LA PHARMACIE DU CENTRE;;;44;R;DE PARIS;;;539;95539;95;VAL D OISE;95350 ST BRICE SOUS FORET;;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;49018191400014;;01;Etablissement Tarif Libre;;;2021-07-05;1944-01-05;2024-02-09;;652864.5;6877979.1;1,ATLASANTE,86,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Saint-Brice-sous-Forêt;11;Île-de-France;200056380;Communauté d'agglomération Plaine Vallée;44 R DE PARIS;49.00000117275004, 2.355817019721103
950012641;950012633;PHARMACIE ASSAL;PHARMACIE ASSAL;;;75;AV;PAUL VALERY;;;585;95585;95;VAL D OISE;95200 SARCELLES;0139902663;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;39528796400013;;01;Etablissement Tarif Libre;;;1994-05-26;1967-08-09;2023-12-06;;654148.8;6875745.3;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Sarcelles;11;Île-de-France;200055655;Communauté d'agglomération Roissy Pays de France;75 AV PAUL VALERY;48.98000817467879, 2.3736104830573432
950005108;750808511;CADA ADOMA;CENTRE D'ACCUEIL POUR DEMANDEURS D'ASILE;;;35;AV;DE L'ÉGALITÉ;;;051;95051;95;VAL D OISE;95250 BEAUCHAMP;0173257110;0134187104;443;Centre Accueil Demandeurs Asile (C.A.D.A.);4601;Etablissements pour Adultes et Familles en Difficulté;78805803002202;;30;Préfet de région établissements et services sociaux;;;2003-11-01;2003-10-30;2016-12-30;;640327.9;6880098.2;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Beauchamp;11;Île-de-France;200058485;Communauté d'agglomération Val Parisis;35 AV DE L'ÉGALITÉ;49.01801305398546, 2.1841957746546847
950012096;950012070;SELARL PHARMACIE HARMAN-BOUNETTA;SELARL PHARMACIE HARMAN-BOUNETTA;;;23;BD;CHARLES DE GAULLE;;;582;95582;95;VAL D OISE;95110 SANNOIS;;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;79953374000012;;01;Etablissement Tarif Libre;;;2014-01-16;1964-02-25;2024-06-06;;645899.3;6874754.5;1,ATLASANTE,86,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Sannois;11;Île-de-France;200058485;Communauté d'agglomération Val Parisis;23 BD CHARLES DE GAULLE;48.970457675761864, 2.261043882357544
950009555;950009530;PHARMACIE DAHAN;PHARMACIE DAHAN;;;10;PL;du Bien Etre;;;323;95323;95;VAL D OISE;95280 JOUY LE MOUTIER;;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;84245401900014;;01;Etablissement Tarif Libre;;;2020-11-23;2020-01-13;2024-08-22;;629915.0;6879313.4;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Jouy-le-Moutier;11;Île-de-France;249500109;Communauté d'agglomération de Cergy-Pontoise;10 PL du Bien Etre;49.00990499654497, 2.041979419166139
950012880;950012872;PHARMACIE DU CENTRE;PHARMACIE DU CENTRE;;;61;AV;DE PARIS;;;598;95598;95;VAL D OISE;95230 SOISY SOUS MONTMORENCY;0134170340;0139644432;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;83061909400014;;01;Etablissement Tarif Libre;;;2022-10-01;1964-06-01;2023-08-17;;648092.3;6876913.0;1,ATLASANTE,86,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Soisy-sous-Montmorency;11;Île-de-France;200056380;Communauté d'agglomération Plaine Vallée;61 AV DE PARIS;48.99004732809645, 2.2907313909937557
950009902;950009894;PHARMACIE CHAPEL-GAUVRY;PHARMACIE CHAPEL-GAUVRY;;;;AV;VICTOR HUGO;;;392;95392;95;VAL D OISE;95630 MERIEL;;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;41425065400012;;01;Etablissement Tarif Libre;;;1997-09-26;1982-11-26;2024-06-06;;641394.4;6886131.0;2,ATLASANTE,81,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Mériel;11;Île-de-France;249500455;Communauté de communes de la Vallée de l'Oise et des Trois Forêts;AV VICTOR HUGO;49.07235315584869, 2.1979376329556923
950043521;950043513;SAD O2 ENGHIEN LES BAINS;SAD O2 ENGHIEN LES BAINS;SAD O2 ENGHIEN LES BAINS;;65;BD;CHARLES DE GAULLE;;;582;95582;95;VAL D OISE;95110 SANNOIS;;;460;Service autonomie aide (SAA);4605;Etablissements et services multi-clientèles;80218646000027;;08;Président du Conseil Départemental;;;2014-12-18;2014-12-18;2018-04-24;;645530.9;6874955.3;1,ATLASANTE,86,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Sannois;11;Île-de-France;200058485;Communauté d'agglomération Val Parisis;65 BD CHARLES DE GAULLE;48.97223213474901, 2.2559863979104344
